(from GFF),,,
gene.name,gene.ID,B2Gname,rnaID
tep1,gene16494,rna30778_gene_tep1,rna30778
LOC106928614,gene16495,rna30779_gene_LOC106928614,rna30779
LOC106928623,gene16496,rna30782_gene_LOC106928623,rna30782
LOC106928625,gene16497,NA,NA
rem1,gene16498,rna30784_gene_rem1,rna30784
LOC106928639,gene16499,NA,NA
LOC106928638,gene16500,rna30786_gene_LOC106928638,rna30786
LOC106928629,gene16501,rna30789_gene_LOC106928629,rna30789
LOC106928628,gene16502,rna30791_gene_LOC106928628,rna30791
LOC106928641,gene16503,rna30793_gene_LOC106928641,rna30793
LOC106928627,gene16504,rna30798_gene_LOC106928627,rna30798
nfs1,gene16505,rna30800_gene_nfs1,rna30800
LOC106928637,gene16506,rna30801_gene_LOC106928637,rna30801
dram2,gene16507,rna30804_gene_dram2,rna30804
cept1,gene16508,rna30809_gene_cept1,rna30809
LOC106928634,gene16509,rna30815_gene_LOC106928634,rna30815
LOC106928633,gene16510,rna30818_gene_LOC106928633,rna30818
LOC106928630,gene16511,rna30820_gene_LOC106928630,rna30820
LOC106928650,gene16512,rna30825_gene_LOC106928650,rna30825
g3bp2,gene16513,rna30829_gene_g3bp2,rna30829
pkd2,gene16514,rna30831_gene_pkd2,rna30831
LOC106928643,gene16515,rna30832_gene_LOC106928643,rna30832
ppm1k,gene16516,rna30833_gene_ppm1k,rna30833
herc3,gene16517,rna30835_gene_herc3,rna30835
fam13a,gene16518,rna30841_gene_fam13a,rna30841
LOC106928647,gene16519,NA,NA
LOC106928653,gene16520,rna30846_gene_LOC106928653,rna30846
LOC106928654,gene16521,rna30847_gene_LOC106928654,rna30847
LOC106928664,gene16522,rna30848_gene_LOC106928664,rna30848
LOC106928660,gene16523,rna30849_gene_LOC106928660,rna30849
LOC106928658,gene16524,rna30851_gene_LOC106928658,rna30851
LOC106928661,gene16525,rna30853_gene_LOC106928661,rna30853
LOC106928659,gene16526,rna30855_gene_LOC106928659,rna30855
LOC106928662,gene16527,rna30856_gene_LOC106928662,rna30856
LOC106928655,gene16528,rna30861_gene_LOC106928655,rna30861
ttc22,gene16529,rna30874_gene_ttc22,rna30874
LOC106928667,gene16530,rna30875_gene_LOC106928667,rna30875
LOC106928668,gene16531,NA,NA
LOC106928665,gene16532,rna30877_gene_LOC106928665,rna30877
LOC106928675,gene16533,rna30878_gene_LOC106928675,rna30878
LOC106928672,gene16534,rna30882_gene_LOC106928672,rna30882
LOC106928679,gene16535,rna30884_gene_LOC106928679,rna30884
LOC106928680,gene16536,rna30885_gene_LOC106928680,rna30885
LOC106928674,gene16537,rna30888_gene_LOC106928674,rna30888
mre11a,gene16538,rna30887_gene_mre11a,rna30887
cep57,gene16539,rna30892_gene_cep57,rna30892
LOC106928678,gene16540,rna30893_gene_LOC106928678,rna30893
dock10,gene16541,rna30901_gene_dock10,rna30901
LOC106928671,gene16542,NA,NA
LOC106928693,gene16543,rna30905_gene_LOC106928693,rna30905
LOC106928695,gene16544,NA,NA
LOC106928694,gene16545,NA,NA
LOC106928685,gene16546,rna30909_gene_LOC106928685,rna30909
gmps,gene16547,rna30910_gene_gmps,rna30910
slc33a1,gene16548,rna30911_gene_slc33a1,rna30911
LOC106928688,gene16549,rna30913_gene_LOC106928688,rna30913
LOC106928689,gene16550,rna30914_gene_LOC106928689,rna30914
tubd1,gene16551,rna30915_gene_tubd1,rna30915
LOC106928692,gene16552,rna30916_gene_LOC106928692,rna30916
npat,gene16553,rna30919_gene_npat,rna30919
atm,gene16554,rna30920_gene_atm,rna30920
LOC106928683,gene16555,rna30922_gene_LOC106928683,rna30922
bace2,gene16556,rna30923_gene_bace2,rna30923
LOC106928697,gene16557,rna30925_gene_LOC106928697,rna30925
LOC106928698,gene16558,NA,NA
trnai-aau,gene16559,NA,NA
LOC106928696,gene16560,NA,NA
mios,gene16561,rna30929_gene_mios,rna30929
LOC106928700,gene16562,rna30931_gene_LOC106928700,rna30931
ica1,gene16563,rna30932_gene_ica1,rna30932
LOC106928703,gene16564,NA,NA
nxph1,gene16565,rna30936_gene_nxph1,rna30936
thsd7a,gene16566,rna30938_gene_thsd7a,rna30938
LOC106928721,gene16567,NA,NA
LOC106928722,gene16568,NA,NA
LOC106928720,gene16569,rna30941_gene_LOC106928720,rna30941
sdha,gene16570,rna30942_gene_sdha,rna30942
ccdc127,gene16571,rna30943_gene_ccdc127,rna30943
LOC106928717,gene16572,rna30946_gene_LOC106928717,rna30946
mrpl32,gene16573,rna30947_gene_mrpl32,rna30947
psma2,gene16574,rna30948_gene_psma2,rna30948
atad2,gene16575,rna30949_gene_atad2,rna30949
zhx1,gene16576,rna30951_gene_zhx1,rna30951
LOC106928715,gene16577,NA,NA
LOC106928714,gene16578,rna30953_gene_LOC106928714,rna30953
LOC106928706,gene16579,rna30954_gene_LOC106928706,rna30954
LOC106928713,gene16580,rna30955_gene_LOC106928713,rna30955
fam83a,gene16581,rna30956_gene_fam83a,rna30956
tbc1d31,gene16582,rna30958_gene_tbc1d31,rna30958
derl1,gene16583,rna30959_gene_derl1,rna30959
zhx2,gene16584,rna30960_gene_zhx2,rna30960
LOC106928725,gene16585,NA,NA
LOC106928728,gene16586,rna30963_gene_LOC106928728,rna30963
LOC106928724,gene16587,NA,NA
LOC106928723,gene16588,NA,NA
LOC106928727,gene16589,rna30967_gene_LOC106928727,rna30967
LOC106928726,gene16590,rna30970_gene_LOC106928726,rna30970
LOC106928740,gene16591,rna30971_gene_LOC106928740,rna30971
LOC106928739,gene16592,rna30975_gene_LOC106928739,rna30975
crhbp,gene16593,rna30976_gene_crhbp,rna30976
s100z,gene16594,rna30977_gene_s100z,rna30977
LOC106928736,gene16595,rna30979_gene_LOC106928736,rna30979
LOC106928733,gene16596,rna30980_gene_LOC106928733,rna30980
LOC106928735,gene16597,rna30981_gene_LOC106928735,rna30981
LOC106928732,gene16598,rna30982_gene_LOC106928732,rna30982
LOC106928734,gene16599,rna30983_gene_LOC106928734,rna30983
LOC106928737,gene16600,NA,NA
LOC106928731,gene16601,rna30986_gene_LOC106928731,rna30986
LOC106928738,gene16602,NA,NA
LOC106928742,gene16603,rna30991_gene_LOC106928742,rna30991
LOC106928741,gene16604,rna30992_gene_LOC106928741,rna30992
LOC106928744,gene16605,rna30995_gene_LOC106928744,rna30995
LOC106928746,gene16606,NA,NA
LOC106928745,gene16607,rna31004_gene_LOC106928745,rna31004
LOC106928748,gene16608,NA,NA
LOC106928747,gene16609,rna31005_gene_LOC106928747,rna31005
LOC106928758,gene16610,rna31007_gene_LOC106928758,rna31007
LOC106928750,gene16611,NA,NA
LOC106928749,gene16612,NA,NA
LOC106928753,gene16613,rna31010_gene_LOC106928753,rna31010
LOC106928752,gene16614,rna31016_gene_LOC106928752,rna31016
mfsd6l,gene16615,rna31018_gene_mfsd6l,rna31018
LOC106928756,gene16616,rna31019_gene_LOC106928756,rna31019
LOC106928754,gene16617,rna31022_gene_LOC106928754,rna31022
gcat,gene16618,rna31024_gene_gcat,rna31024
LOC106928751,gene16619,rna31025_gene_LOC106928751,rna31025
epm2a,gene16620,rna31026_gene_epm2a,rna31026
LOC106928764,gene16621,rna31027_gene_LOC106928764,rna31027
LOC106928763,gene16622,rna31028_gene_LOC106928763,rna31028
LOC106928766,gene16623,rna31036_gene_LOC106928766,rna31036
LOC106928767,gene16624,rna31038_gene_LOC106928767,rna31038
LOC106928760,gene16625,rna31039_gene_LOC106928760,rna31039
rab32,gene16626,rna31042_gene_rab32,rna31042
LOC106928762,gene16627,NA,NA
adgb,gene16628,rna31044_gene_adgb,rna31044
LOC106928768,gene16629,rna31047_gene_LOC106928768,rna31047
LOC106928771,gene16630,rna31048_gene_LOC106928771,rna31048
tmem256,gene16631,rna31050_gene_tmem256,rna31050
LOC106928770,gene16632,rna31051_gene_LOC106928770,rna31051
LOC106928772,gene16633,NA,NA
LOC106928773,gene16634,NA,NA
LOC106928774,gene16635,NA,NA
LOC106928775,gene16636,NA,NA
adcy8,gene16637,rna31058_gene_adcy8,rna31058
LOC106928778,gene16638,NA,NA
LOC106928779,gene16639,NA,NA
LOC106928776,gene16640,NA,NA
basp1,gene16641,rna31064_gene_basp1,rna31064
LOC106928782,gene16642,rna31065_gene_LOC106928782,rna31065
LOC106928784,gene16643,NA,NA
LOC106928783,gene16644,NA,NA
LOC106928781,gene16645,NA,NA
LOC106928786,gene16646,NA,NA
LOC106928785,gene16647,rna31070_gene_LOC106928785,rna31070
LOC106928787,gene16648,NA,NA
LOC106928788,gene16649,rna31073_gene_LOC106928788,rna31073
LOC106928789,gene16650,rna31074_gene_LOC106928789,rna31074
LOC106928813,gene16651,rna31075_gene_LOC106928813,rna31075
LOC106928803,gene16652,rna31076_gene_LOC106928803,rna31076
LOC106928808,gene16653,rna31077_gene_LOC106928808,rna31077
anapc10,gene16654,rna31078_gene_anapc10,rna31078
abce1,gene16655,rna31083_gene_abce1,rna31083
LOC106928810,gene16656,rna31084_gene_LOC106928810,rna31084
otud4,gene16657,rna31085_gene_otud4,rna31085
LOC106928797,gene16658,rna31086_gene_LOC106928797,rna31086
LOC106928811,gene16659,rna31088_gene_LOC106928811,rna31088
LOC106928795,gene16660,rna31089_gene_LOC106928795,rna31089
slc10a7,gene16661,rna31092_gene_slc10a7,rna31092
ttc29,gene16662,rna31093_gene_ttc29,rna31093
LOC106928804,gene16663,rna31098_gene_LOC106928804,rna31098
tmem184c,gene16664,rna31100_gene_tmem184c,rna31100
LOC106928794,gene16665,rna31101_gene_LOC106928794,rna31101
LOC106928798,gene16666,rna31103_gene_LOC106928798,rna31103
LOC106928791,gene16667,rna31105_gene_LOC106928791,rna31105
dclk2,gene16668,rna31106_gene_dclk2,rna31106
LOC106928800,gene16669,rna31107_gene_LOC106928800,rna31107
LOC106928792,gene16670,rna31108_gene_LOC106928792,rna31108
LOC106928793,gene16671,rna31109_gene_LOC106928793,rna31109
LOC106928801,gene16672,rna31110_gene_LOC106928801,rna31110
LOC106928802,gene16673,rna31111_gene_LOC106928802,rna31111
LOC106928815,gene16674,rna31112_gene_LOC106928815,rna31112
LOC106928814,gene16675,rna31113_gene_LOC106928814,rna31113
LOC106928820,gene16676,rna31114_gene_LOC106928820,rna31114
LOC106928818,gene16677,rna31115_gene_LOC106928818,rna31115
eif3i,gene16678,rna31116_gene_eif3i,rna31116
txlna,gene16679,rna31118_gene_txlna,rna31118
kpna6,gene16680,rna31119_gene_kpna6,rna31119
LOC106928828,gene16681,rna31120_gene_LOC106928828,rna31120
LOC106928827,gene16682,rna31121_gene_LOC106928827,rna31121
smim4,gene16683,rna31122_gene_smim4,rna31122
LOC106928829,gene16684,rna31123_gene_LOC106928829,rna31123
LOC106928821,gene16685,rna31125_gene_LOC106928821,rna31125
LOC106928825,gene16686,rna31127_gene_LOC106928825,rna31127
LOC106928826,gene16687,rna31128_gene_LOC106928826,rna31128
LOC106928824,gene16688,rna31129_gene_LOC106928824,rna31129
trh,gene16689,rna31130_gene_trh,rna31130
tmcc1,gene16690,rna31132_gene_tmcc1,rna31132
LOC106928822,gene16691,rna31141_gene_LOC106928822,rna31141
arhgef9,gene16692,rna31143_gene_arhgef9,rna31143
asb12,gene16693,rna31152_gene_asb12,rna31152
msn,gene16694,rna31158_gene_msn,rna31158
zc4h2,gene16695,rna31155_gene_zc4h2,rna31155
ar,gene16696,rna31164_gene_ar,rna31164
LOC106928840,gene16697,NA,NA
LOC106928845,gene16698,rna31166_gene_LOC106928845,rna31166
LOC106928839,gene16699,rna31167_gene_LOC106928839,rna31167
LOC106928841,gene16700,rna31168_gene_LOC106928841,rna31168
LOC106928842,gene16701,rna31169_gene_LOC106928842,rna31169
LOC106928844,gene16702,NA,NA
LOC106928843,gene16703,rna31171_gene_LOC106928843,rna31171
LOC106928850,gene16704,rna31172_gene_LOC106928850,rna31172
LOC106928848,gene16705,NA,NA
LOC106928846,gene16706,NA,NA
LOC106928849,gene16707,rna31175_gene_LOC106928849,rna31175
LOC106928847,gene16708,rna31179_gene_LOC106928847,rna31179
LOC106928851,gene16709,NA,NA
LOC106928852,gene16710,rna31181_gene_LOC106928852,rna31181
med30,gene16711,rna31182_gene_med30,rna31182
LOC106928854,gene16712,rna31188_gene_LOC106928854,rna31188
LOC106928856,gene16713,NA,NA
LOC106928877,gene16714,rna31192_gene_LOC106928877,rna31192
gtf3c1,gene16715,rna31196_gene_gtf3c1,rna31196
LOC106928869,gene16716,rna31198_gene_LOC106928869,rna31198
thumpd1,gene16717,rna31202_gene_thumpd1,rna31202
eri2,gene16718,rna31203_gene_eri2,rna31203
LOC106928870,gene16719,rna31204_gene_LOC106928870,rna31204
LOC106928873,gene16720,NA,NA
parn,gene16721,rna31209_gene_parn,rna31209
LOC106928861,gene16722,rna31210_gene_LOC106928861,rna31210
LOC106928864,gene16723,NA,NA
ears2,gene16724,rna31212_gene_ears2,rna31212
LOC106928865,gene16725,rna31218_gene_LOC106928865,rna31218
LOC106928867,gene16726,NA,NA
LOC106928866,gene16727,rna31223_gene_LOC106928866,rna31223
bfar,gene16728,rna31224_gene_bfar,rna31224
txndc11,gene16729,rna31226_gene_txndc11,rna31226
LOC106928859,gene16730,rna31227_gene_LOC106928859,rna31227
LOC106928860,gene16731,rna31229_gene_LOC106928860,rna31229
LOC106928874,gene16732,rna31230_gene_LOC106928874,rna31230
LOC106928875,gene16733,rna31231_gene_LOC106928875,rna31231
LOC106928857,gene16734,NA,NA
LOC106928883,gene16735,rna31233_gene_LOC106928883,rna31233
LOC106928886,gene16736,NA,NA
ifi30,gene16737,rna31235_gene_ifi30,rna31235
pde4c,gene16738,rna31241_gene_pde4c,rna31241
LOC106928880,gene16739,rna31243_gene_LOC106928880,rna31243
mpv17l2,gene16740,rna31244_gene_mpv17l2,rna31244
rab3a,gene16741,rna31246_gene_rab3a,rna31246
jund,gene16742,rna31247_gene_jund,rna31247
LOC106928881,gene16743,NA,NA
LOC106928891,gene16744,NA,NA
LOC106928898,gene16745,rna31250_gene_LOC106928898,rna31250
kiaa1024,gene16746,rna31251_gene_kiaa1024,rna31251
evc,gene16747,rna31253_gene_evc,rna31253
evc2,gene16748,rna31254_gene_evc2,rna31254
cytl1,gene16749,rna31256_gene_cytl1,rna31256
msx1,gene16750,rna31257_gene_msx1,rna31257
LOC106928892,gene16751,NA,NA
inpp4a,gene16752,rna31259_gene_inpp4a,rna31259
LOC106928900,gene16753,rna31261_gene_LOC106928900,rna31261
LOC106928902,gene16754,rna31267_gene_LOC106928902,rna31267
mgat4a,gene16755,rna31268_gene_mgat4a,rna31268
creg2,gene16756,rna31270_gene_creg2,rna31270
kiaa1211l,gene16757,rna31271_gene_kiaa1211l,rna31271
mitd1,gene16758,rna31273_gene_mitd1,rna31273
mrpl30,gene16759,rna31274_gene_mrpl30,rna31274
txndc9,gene16760,rna31275_gene_txndc9,rna31275
rev1,gene16761,rna31278_gene_rev1,rna31278
aff3,gene16762,rna31284_gene_aff3,rna31284
arhgef7,gene16763,rna31285_gene_arhgef7,rna31285
slit3,gene16764,rna31287_gene_slit3,rna31287
LOC106928915,gene16765,NA,NA
LOC106928913,gene16766,rna31291_gene_LOC106928913,rna31291
aff2,gene16767,rna31296_gene_aff2,rna31296
ids,gene16768,rna31298_gene_ids,rna31298
dcps,gene16769,rna31299_gene_dcps,rna31299
LOC106928926,gene16770,rna31305_gene_LOC106928926,rna31305
lonrf3,gene16771,rna31308_gene_lonrf3,rna31308
LOC106928925,gene16772,rna31309_gene_LOC106928925,rna31309
fam199x,gene16773,rna31310_gene_fam199x,rna31310
smim19,gene16774,rna31311_gene_smim19,rna31311
LOC106928917,gene16775,rna31316_gene_LOC106928917,rna31316
LOC106928920,gene16776,rna31320_gene_LOC106928920,rna31320
syvn1,gene16777,rna31322_gene_syvn1,rna31322
LOC106928919,gene16778,rna31326_gene_LOC106928919,rna31326
LOC106928931,gene16779,NA,NA
LOC106928949,gene16780,rna31329_gene_LOC106928949,rna31329
LOC106928932,gene16781,rna31331_gene_LOC106928932,rna31331
LOC106928929,gene16782,rna31332_gene_LOC106928929,rna31332
LOC106928934,gene16783,NA,NA
LOC106928937,gene16784,NA,NA
LOC106928930,gene16785,NA,NA
LOC106928936,gene16786,NA,NA
LOC106928935,gene16787,NA,NA
LOC106928933,gene16788,NA,NA
LOC106928948,gene16789,NA,NA
LOC106928944,gene16790,rna31341_gene_LOC106928944,rna31341
LOC106928945,gene16791,rna31342_gene_LOC106928945,rna31342
LOC106928947,gene16792,rna31343_gene_LOC106928947,rna31343
LOC106928943,gene16793,NA,NA
tacr3,gene16794,rna31345_gene_tacr3,rna31345
bdh2,gene16795,rna31346_gene_bdh2,rna31346
LOC106928938,gene16796,rna31348_gene_LOC106928938,rna31348
cisd2,gene16797,rna31352_gene_cisd2,rna31352
suclg1,gene16798,rna31353_gene_suclg1,rna31353
LOC106928950,gene16799,rna31355_gene_LOC106928950,rna31355
nat9,gene16800,rna31356_gene_nat9,rna31356
LOC106928962,gene16801,rna31357_gene_LOC106928962,rna31357
LOC106928958,gene16802,rna31358_gene_LOC106928958,rna31358
LOC106928959,gene16803,rna31359_gene_LOC106928959,rna31359
timm23,gene16804,rna31360_gene_timm23,rna31360
LOC106928957,gene16805,rna31363_gene_LOC106928957,rna31363
prph2,gene16806,rna31365_gene_prph2,rna31365
tbcc,gene16807,rna31366_gene_tbcc,rna31366
gltscr1l,gene16808,rna31367_gene_gltscr1l,rna31367
LOC106928954,gene16809,rna31370_gene_LOC106928954,rna31370
LOC106928956,gene16810,NA,NA
LOC106928955,gene16811,rna31372_gene_LOC106928955,rna31372
LOC106928953,gene16812,rna31375_gene_LOC106928953,rna31375
trnac-gca,gene16813,NA,NA
trnac-gca,gene16814,NA,NA
trnac-gca,gene16815,NA,NA
LOC106928963,gene16816,rna31380_gene_LOC106928963,rna31380
gipc2,gene16817,rna31381_gene_gipc2,rna31381
dnajb4,gene16818,rna31382_gene_dnajb4,rna31382
LOC106928978,gene16819,rna31385_gene_LOC106928978,rna31385
fubp1,gene16820,rna31391_gene_fubp1,rna31391
LOC106928971,gene16821,NA,NA
fam73a,gene16822,rna31396_gene_fam73a,rna31396
usp33,gene16823,rna31398_gene_usp33,rna31398
LOC106928972,gene16824,NA,NA
zzz3,gene16825,rna31402_gene_zzz3,rna31402
trnar-ccu,gene16826,NA,NA
trnar-ucu,gene16827,NA,NA
trnar-ucu,gene16828,NA,NA
trnar-ccu,gene16829,NA,NA
trnar-ucu,gene16830,NA,NA
trnar-ccu,gene16831,NA,NA
trnar-ccu,gene16832,NA,NA
LOC106928973,gene16833,rna31413_gene_LOC106928973,rna31413
LOC106928974,gene16834,NA,NA
atp11b,gene16835,rna31415_gene_atp11b,rna31415
mccc1,gene16836,rna31427_gene_mccc1,rna31427
LOC106928989,gene16837,rna31430_gene_LOC106928989,rna31430
LOC106928988,gene16838,rna31431_gene_LOC106928988,rna31431
LOC106928990,gene16839,rna31432_gene_LOC106928990,rna31432
zmat3,gene16840,rna31433_gene_zmat3,rna31433
LOC106928982,gene16841,rna31435_gene_LOC106928982,rna31435
LOC106928986,gene16842,NA,NA
LOC106928984,gene16843,rna31437_gene_LOC106928984,rna31437
ankmy1,gene16844,rna31438_gene_ankmy1,rna31438
LOC106928983,gene16845,rna31439_gene_LOC106928983,rna31439
plxnb1,gene16846,rna31440_gene_plxnb1,rna31440
LOC106928997,gene16847,rna31444_gene_LOC106928997,rna31444
LOC106928996,gene16848,rna31446_gene_LOC106928996,rna31446
LOC106928998,gene16849,NA,NA
LOC106929003,gene16850,rna31451_gene_LOC106929003,rna31451
LOC106928993,gene16851,rna31452_gene_LOC106928993,rna31452
LOC106929004,gene16852,rna31453_gene_LOC106929004,rna31453
LOC106929002,gene16853,rna31454_gene_LOC106929002,rna31454
LOC106928999,gene16854,rna31455_gene_LOC106928999,rna31455
LOC106929000,gene16855,NA,NA
asic1,gene16856,rna31457_gene_asic1,rna31457
smarcd1,gene16857,rna31459_gene_smarcd1,rna31459
gpd1,gene16858,rna31460_gene_gpd1,rna31460
cers5,gene16859,rna31461_gene_cers5,rna31461
LOC106929009,gene16860,rna31462_gene_LOC106929009,rna31462
bcdin3d,gene16861,rna31463_gene_bcdin3d,rna31463
LOC106929010,gene16862,rna31464_gene_LOC106929010,rna31464
ppp4r1,gene16863,rna31465_gene_ppp4r1,rna31465
rab22a,gene16864,rna31466_gene_rab22a,rna31466
LOC106929011,gene16865,NA,NA
LOC106929015,gene16866,rna31468_gene_LOC106929015,rna31468
apcdd1l,gene16867,rna31469_gene_apcdd1l,rna31469
src,gene16868,rna31473_gene_src,rna31473
manbal,gene16869,rna31474_gene_manbal,rna31474
LOC106929020,gene16870,rna31477_gene_LOC106929020,rna31477
LOC106929021,gene16871,rna31478_gene_LOC106929021,rna31478
rnpc3,gene16872,rna31479_gene_rnpc3,rna31479
col11a1,gene16873,rna31482_gene_col11a1,rna31482
LOC106929033,gene16874,rna31487_gene_LOC106929033,rna31487
LOC106929031,gene16875,rna31488_gene_LOC106929031,rna31488
LOC106929034,gene16876,rna31492_gene_LOC106929034,rna31492
LOC106929027,gene16877,rna31493_gene_LOC106929027,rna31493
LOC106929029,gene16878,NA,NA
LOC106929028,gene16879,rna31497_gene_LOC106929028,rna31497
LOC106929032,gene16880,rna31498_gene_LOC106929032,rna31498
LOC106929026,gene16881,NA,NA
LOC106929037,gene16882,rna31500_gene_LOC106929037,rna31500
LOC106929039,gene16883,rna31504_gene_LOC106929039,rna31504
LOC106929041,gene16884,NA,NA
ykt6,gene16885,rna31506_gene_ykt6,rna31506
gck,gene16886,rna31507_gene_gck,rna31507
myl7,gene16887,rna31508_gene_myl7,rna31508
LOC106929045,gene16888,rna31509_gene_LOC106929045,rna31509
adamts12,gene16889,rna31512_gene_adamts12,rna31512
LOC106929035,gene16890,rna31513_gene_LOC106929035,rna31513
paip1,gene16891,rna31514_gene_paip1,rna31514
itga2,gene16892,rna31516_gene_itga2,rna31516
LOC106929042,gene16893,rna31518_gene_LOC106929042,rna31518
LOC106929036,gene16894,NA,NA
LOC106929053,gene16895,NA,NA
LOC106929055,gene16896,rna31522_gene_LOC106929055,rna31522
LOC106929056,gene16897,NA,NA
LOC106929049,gene16898,rna31525_gene_LOC106929049,rna31525
LOC106929050,gene16899,NA,NA
LOC106929054,gene16900,rna31527_gene_LOC106929054,rna31527
